text,text_type,topics,lewis_split,cgis_split,old_id,new_id,places,people,orgs,exchanges,date,title
"Comdisco Inc expects record
earnings for the second quarter ended March 31 in the range of
65 to 75 cts a share, Chairman Kenneth Pontikes said in remarks
prepared for delivery to a group of Los Angeles financial
executives.
    In the year-earlier second quarter, Comdisco reported
earnings of 40 cts a share.
    Pontikes reiterated that earnings for the full fiscal year
should be ""at record levels of 2.10 dlrs to 2.25 dlrs a share
compared with 1.91 dlrs a share a year ago.""
    Comdisco said the anticipated higher earnings are the
result of strong performance by its risk arbitrage subsidiary
and increased profitability from the marketing of its lease
portfolio and its disaster recovery services.
    It said the loss incurred from risk arbitrage activities in
the first fiscal quarter of 1987 has been completely recovered.
 Reuter
","""NORM""",[],"""NOT-USED""","""PUBLISHED-TESTSET""","""21483""","""12626""",['usa'],[],[],[], 2-APR-1987 11:53:26.08,COMDISCO &lt;CDO> SEES RECORD 2ND QTR EARNINGS
"&lt;Royal Bank of Canada> said it would
lower its Visa credit card interest rate to 15.9 pct from 18.6
pct, effective with the May billing statement.
    The bank said it would retain the credit card user fee of
12 dlrs yearly or 15 cts a transaction.
    Its move came one day after &lt;Canadian Imperial Bank of
Commerce> lowered its credit card interest rate to the same
level. The Canadian government last month threatened to
legislate lower credit card rates if financial institutions did
not voluntarily do so. &lt;Toronto Dominion Bank> lowered its rate
to 15.9 pct before the government warning.
 Reuter
","""NORM""",['interest'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21484""","""12627""",['canada'],[],[],[], 2-APR-1987 11:54:02.32,ROYAL BANK CANADA LOWERS CREDIT CARD RATE
"Denmark's net official reserves rose
to 49.49 billion crowns in March from 36.34 billion in
February, against 43.13 billion in March 1986, the central bank
said in its monthly balance sheet report.
    Total net reserves, including reserves held by commercial
and major savings banks and corrected for exchange rate
adjustments, rose to 45.263 billion crowns from 37.26 billion
in February, compared with 35.31 billion in March 1986.
    ""The increase must be seen against the background of a
considerable inflow of foreign exchange after the outflow up to
the EMS realignment in January,"" the bank said in a statement.
 REUTER
","""NORM""",['reserves'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21485""","""12628""",['denmark'],[],[],[], 2-APR-1987 11:59:15.70,DANISH RESERVES RISE IN MARCH
"A group led by Leading Edge Hardware
Products Inc, a Massachusetts computer firm, told the
Securities and Exchange Commission it sold its entire 5.4 pct
stake in Xyvision Inc.
    The group, which includes Leading Edge and companies
affiliated with it, said it sold the 324,200 Xyvision common
shares between February 27 and April 1 for a total of 5.0 mln
dlrs.
 Reuter
","""NORM""",['acq'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21486""","""12629""",['usa'],[],[],[], 2-APR-1987 12:00:03.14,COMPUTER FIRM SELLS 5.4 PCT XYVISION &lt;XYV> STAKE
"Parent company net profit 965 mln francs vs 442 mln.
    Dividend 22.50 francs vs 6.32.
    Net banking income 22.23 billion francs vs 20.33 billion.
    Net operating provisions 5.50 billion francs vs 5.19
billion, with most of increase going to cover loans to
heavily-indebted countries.
 Reuter
","""NORM""",['earn'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21487""","""12630""",['france'],[],[],[], 2-APR-1987 12:00:40.20,CREDIT LYONNAIS &lt;CRLP.PA> 1986 PROFIT UP SHARPLY
"Shr 29 cts vs 28 cts
    Net 4,411,000 vs 4,210,000
    Revs 185.5 mln vs 159.4 mln
    Six mths
    Shr 58 cts vs 60 cts
    Net 8,821,000 vs 8,603,000
    Revs 362.6 mln vs 331.4 mln
 Reuter
","""NORM""",['earn'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21488""","""12631""",['usa'],[],[],[], 2-APR-1987 12:00:58.24,UNITED STATIONERS INC &lt;USTR> 2ND QTR FEB 28 NET
"Michigan National Corp
said it raised the prime rate for its subsidiary Michigan
National Bank to 7-3/4 pct from 7-1/2 pct, effective yesterday.
    The move follows similar increases earlier in the week by
other banks.
 Reuter
","""NORM""",['interest'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21489""","""12632""",['usa'],[],[],[], 2-APR-1987 12:07:39.74,MICHIGAN NATIONAL &lt;MNCO> RAISES PRIME
"One miner has died and 44
miners remain trapped a half mile underground in a fire at a
Noranda Inc copper mine, officials said.
    Noranda said 26 miners had made it to a lunch room, where
they had air and water, but 18 others were unaccounted for.
    Two rescue teams were searching for the missing men.
    Noranda spokesman Lionel Gleeton said miner Ange-Marie
Kenney, in his 30s, died when he was caught in thick smoke
about 1,000 feet from the lunch room. His body was found by
rescuers.
 Reuter
","""NORM""",['copper'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21490""","""12633""",['canada'],[],[],[], 2-APR-1987 12:09:59.46,NORANDA &lt;NOR> COPPER MINE BLAZE KILLS ONE
"The World Bank over the last month repaid
and refinanced 500 billion yen in loans at more favourable
interest rates in what was the first step in a plan to
refinance its existing debt, Eugene Rotberg, World Bank
vice-president/treasurer said.
    He told Reuters in a telephone interview from Washington
that the moves are consistent with, but not driven by, the
Bank's view that interest rates have essentially bottomed out
and will move higher by year-end.
    Rotberg was responding to a question following news the
Bank would exercise its option to prepay early some 196 mln
Swiss francs of existing bonds in the Swiss franc market.
    The bond redemptions are the first in the public market and
may be followed by similar moves in other capital markets if
the Bank considers the exercise financially beneficial and
consistent with its overall funding strategy.
    Rotberg noted that the World Bank is very liquid right now,
with some 18 billion dlrs in cash available. The Bank will be
looking at various instruments and the levels they are trading
at in determining what issues will be repaid, he said.
    However, Rotberg said that unlike the yen loans, there was
no immediate plan to refinance the Swiss franc bonds, although
the Bank could possibly issue new debt in that market over the
next few months.
    He said that the yen loans, which were the equivalent of
some three billion dlrs principal amount, had been from the
Japanese long-term credit banks, trust banks and insurance
companies and had interest rates of between seven and nine pct.
    All the borrowings were refinanced as traditional
syndicated loans with the same parities at the Japanese
long-term prime rate, currently 5.8 pct.
    The World Bank borrows in excess of 10 billion dlrs a year,
with almost all its borrowings in medium and long-term fixed
rate markets.
    Rotberg declined to say whether the 1/4 point rise in U.S.
Prime rates yesterday to 7-3/4 pct signalled a reversal in the
trend in interest rates. ""Over the short term, rates could go up
or they could go down,"" he said, adding that the bank takes a
longer view on interest rates when deciding its financing
strategy. However, given the current level of interest rates,
it would not be wise to take short-term money on to the
liability side of the Bank's balance sheet, he said.
 REUTER
","""NORM""",[],"""NOT-USED""","""PUBLISHED-TESTSET""","""21491""","""12634""",['uk'],[],['worldbank'],[], 2-APR-1987 12:10:42.65,WORLD BANK REFINANCED 500 BILLION YEN OF LOANS
"British Telecommunications PLC has
transferred the information systems division of its wholly
owned Canadian subsidiary, CTG Inc, to 51-pct-owned Mitel Corp,
Mitel said.
    It said the transfer was designed to strengthen Mitel's
position in the Canadian market.
    British Telecom acquired 51 pct of Mitel in March, 1986,
while CTG became a wholly owned British Telecom subsidiary in
May, 1985.
    Mitel said the transfer of holdings represents a
restructuring of British Telecom's private branch exchange
(PBX) interests in Canada.
    It said the CTG unit will become the center of a newly
formed Mitel direct sales division, which will sell SX-2000
products to major Canadian business customers.
 Reuter
","""NORM""",[],"""NOT-USED""","""PUBLISHED-TESTSET""","""21492""","""12635""",['canada' 'uk'],[],[],[], 2-APR-1987 12:12:24.64,BRITISH TELECOM &lt;BTY> GIVES CTG TO MITEL &lt;MLT>
"Polysar Ltd said Alberta Natural
Gas Co Ltd completed its purchase of Canstates Energy's shares
held by Rankin Holdings Ltd for undisclosed terms.
    Polysar said its previous partnerships with Rankin in
Canstates Energy, a natural gas liquid company, will continue
with Alberta. Polysar, an international petrochemical company,
said the new partnership will be beneficial to putting together
a natural gas liquid system to serve the petrochemical
feedstock requirements of its business.
 Reuter
","""NORM""",['acq'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21493""","""12636""",['canada'],[],[],[], 2-APR-1987 12:14:08.24,"POLYSAR, ALBERTA COMPLETES PURCHASE"
"Moody's Investors Service Inc said it
upgraded 924 mln dlrs of debt of Warner Communications Inc.
    Raised to Baa-1 from Ba-1 were the company's subordinated
debt and Series A convertible exchangeable preferred stock.
Moody's also affirmed Warner's Prime-2 commercial paper.
    The agency cited substantial improvements in Warner's
operating performance, a stronger balance sheet and favorable
long-term prospects for its core business.
    Warner's increased earnings and selective asset sales
significantly reduced leverage and strengthened its equity
base, Moody's said. Fixed-charge coverages have also improved.
 Reuter
","""NORM""",[],"""NOT-USED""","""PUBLISHED-TESTSET""","""21494""","""12637""",['usa'],[],[],[], 2-APR-1987 12:17:38.30,WARNER COMMUNICATIONS &lt;WCI> UPGRADED BY MOODY'S
"The EC Cereals Management Committee
agreed in Brussels today that 300,000 tonnes of U.K.
Intervention wheat would be made available for sale on the U.K.
Home market over the next three months, the Ministry of
Agriculture said.
    The committee agreed that 70,000 tonnes of wheat would be
made available on April 14 followed by a further 30,000 tonnes
later in the month.
    It also gave an assurance that a further 100,000 tonnes
would be allocated for both May and June, which would complete
the 300,000 tonnes originally requested by the U.K..
    The ministry said sales out of intervention for July and
August would be discussed later.
    Earlier, Paris trade sources said the EC Commission made
available a further 70,000 tonnes of British intervention feed
wheat for sale to the domestic market.
 Reuter
","""NORM""",['grain' 'wheat'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21495""","""12638""",['uk'],[],['ec'],[], 2-APR-1987 12:18:45.58,EC FREES MORE U.K. INTERVENTION WHEAT FOR SALE
"Heightened concern over renewed
inflation is feeding the rally in silver and the upward move
could drive the inflation hedge metal this year to as much as
9.00 dlrs per troy ounce, Mike Boswell chairman of Sunshine
Mining Co told Reuters in an interview.
    ""The anticipated higher inflation is being manifested in
silver rather than in gold which is the traditional choice of
inflation hedgers,"" said Boswell.
    The strength could put silver in a range of ""8.00 to 9.00
dlrs even without any material swings in supply/demand,""
Boswell said.
    The buying interest for silver on the New York Commodity
Exchange (Comex) continued strong, with prices rising today to
a September 1986 high of 6.465 dlrs per ounce. However gold
lagged at 426.30 dlrs, the strongest price since late January
this year.
    Boswell said silver has been ""under-valued for so long
relative to gold but it's closing up the price gap.""
    He noted that silver last year held at the depressed level
of 5.00 dlrs while gold was soaring to more than 400.00 dlrs on
concern over the heated political unrest in South Africa. ""The
strength was not filtering down to silver last year. Now
we're seeing a delayed reaction,"" the Sunshine Mining official
said.
    Almost a year ago, U.S. producers shut down two of their
largest silver properties, Sunshine and Hecla mining companies,
both located in Idaho.
    Boswell estimated that the closings slashed U.S. silver
production by 10 mln ounces last year to less than 40 mln
ounces.
    ""Low silver prices and high labor costs made it
uneconomical to keep the mines opened,"" he said.
    Increased imports from Mexico and Peru have made up for the
loss of production in the United States which consumes 160 to
170 mln ounces annually, Boswell said.
 Reuter
","""NORM""",['silver'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21496""","""12639""",['usa'],[],[],[], 2-APR-1987 12:19:12.89,SUNSHINE MINING CHIEF SEES SILVER AT 9.00 DLRS
